PATENTE,A_FABRICACION,MARCA,MODELO,COLOR,TIPO_VEHICULO
PBTS85,2007,HYUNDAI,PORTER II DCAB,BLANCO,6
PBVV78,2005,KIA MOTORS,SPORTAGE 2.0 AUT,BLANCO,29
PCRC54,2014,JEEP,GRAND CHEROKEE 3.0 AUT,ROJO BURDEO,29
PFPY20,2019,CHEVROLET,CRUZE 1.4 AUT,BLANCO,2
PFPZ73,2016,CHEVROLET,EQUINOX,AZUL,29
PGDY72,2015,VOLVO,FH,BLANCO,5
PHCD71,2011,KIA MOTORS,BONGO III,AZUL,6
PLFG57,2006,KIA MOTORS,SPORTAGE 2.0 AUT,PLATEADO PLATA,29
PLSJ43,2011,KIA MOTORS,SORENTO,GRIS GRAFITO,29
PLSK38,2008,SAMSUNG,RENAULT 2.0 AUT,BLANCO,29
PLSK41,2015,SUZUKI,SWIFT,BLANCO,29
PPTJ26,2006,HYUNDAI,SANTA FE 2.0 AUT,GRIS GRAFITO,29
PRZT44,2010,CHEVROLET,CAPTIVA,GRIS,29
PSRZ82,2007,SSANGYONG,REXTON 2.7 AUT,NEGRO,29
PTCF32,2016,HONDA,FIT 1.5 AUT,PLATEADO,29
PTTT68,2021,CHEVROLET,SILVERADO DCAB 4X4,NEGRO,6
PTXL22,2021,RANDON,SR PT CS 0330,NEGRO,28
PVPK28,2017,HYUNDAI,ACCENT 1.6,NEGRO,33
PVPK30,2017,HYUNDAI,ACCENT,NEGRO,33
PYGH27,2013,MAZDA,DEMIO,NEGRO,2
PYTT29,2015,JEEP,CHEROKEE,GRIS,29
PZDW16,2007,MAZDA,DEMIO,GRIS,2
PZWX10,2015,HYUNDAI,SANTA FE,BLANCO,29
PZWZ21,2013,HYUNDAI,TUCSON,BLANCO,29
PZXD51,2013,MAZDA,DEMIO 1.3 AUT,ROJO BURDEO,2
RBKH33,2007,VOLVO,XC90,GRIS,29
RBKH88,2014,HONDA,FIT,GRIS,29
RBKK97,2011,HONDA,FIT,NEGRO,29
RBTS70,2021,CATERPILLAR,236D3,AMARILLO,17
RBZR91,2021,FORD,NEW RANGER CREW CAB DSL STORM 4X4,BLANCO,6
RBZS12,2010,HONDA,FREED 1.5 AUT,AZUL,29
RCYB72,2011,HYUNDAI,TUCSON,NEGRO,29
RDVD59,2014,HYUNDAI,ACCENT 1.6 AUT,GRIS,2
RDVG49,2002,HYUNDAI,PORTER,AZUL,6
RFFG86,2021,HYUNDAI,ACCENT 1.6,GRIS GRAFITO,2
RFRK10,2006,KIA MOTORS,SPORTAGE 2.0 AUT,BLANCO,29
RFRT35,2012,HYUNDAI,TUCSON,GRIS,29
RFRT62,2016,CHEVROLET,TRAX,NEGRO,29
RGVP40,2017,HYUNDAI,SANTA FE 3.3 AUT,BLANCO,29
RGVR89,2012,SSANGYONG,KORANDO,BLANCO,29
RHXK53,2006,HYUNDAI,TUCSON,VERDE,29
RJFT97,2022,MAZDA,NEW CX-5 GT 2.5 AWD 6 AT,BLANCO PERLA,29
RJPK89,2022,HYUNDAI,VENUE QX 1.6,NARANJO,29
RKLR51,2011,HONDA,FIT,AZUL,29
RKLR52,2012,HYUNDAI,I30,BLANCO,29
RLGT48,2009,HONDA,FIT,NEGRO,29
RPHD35,2013,SUZUKI,SWIFT,ROJO,2
RPRL81,2018,KIA MOTORS,CARNIVAL,GRIS GRAFITO,29
RPRS50,2007,HYUNDAI,TUCSON,BLANCO,29
RRBY89,2012,KIA MOTORS,BONGO III 2.9 AUT,AZUL,6
RSHZ10,2022,FIAT,ARGO TREKKING HATCHBACK 1.3,BLANCO ALASKA,2
RTRW92,2005,KIA MOTORS,SPORTAGE 2.0,GRIS,29
RTRX28,2012,NISSAN,JUKE,NEGRO,29
RVJL48,2019,CHEVROLET,BLAZER 3.6 AUT,GRIS,29
RVJL65,2013,NISSAN,NOTE 1.2 AUT,CELESTE,29
RVXV91,2010,HYUNDAI,PORTER 2,BLANCO,6
RXXL65,2008,VOLKSWAGEN,GOLF,PLATEADO,29
RYKD49,2012,HYUNDAI,GRAND STAREX,GRIS,29
RZRF54,2014,HONDA,FIT 1.3,PLATEADO,29
RZRG64,2009,HONDA,ACTY,BLANCO,6
SDLB32,2013,SUZUKI,SWIFT 1.2 AUT,AZUL,2
SDLF27,2006,SSANGYONG,ACTYON,AZUL,6
SGDZ90,2012,KIA MOTORS,BONGO III,BLANCO,6
SH4257,1991,MERCEDES BENZ,2435L D/M,BLANCO VERDE,5
SHKB46,2017,KIA MOTORS,CARNIVAL,PLATEADO,29
SJHJ10,2010,SUBARU,IMPREZA 1.5 AUT,PLATEADO PLATA,29
SKFC86,2014,HYUNDAI,PORTER II 2.5,AZUL,6
SKFF35,2013,NISSAN,NOTE,NEGRO,29
SLBD97,2023,SUZUKI,JIMNY AT GL,GRIS,29
SLBF19,2012,MAZDA,DEMIO 1.3 AUT,CELESTE CALIPSO,2
SLBG44,2019,HYUNDAI,SANTA FE 2.0,GRIS,29
SPDS67,2012,HONDA,FIT,BLANCO,2
SSTK80,2014,MAZDA,DEMIO 1.3 AUT,AZUL,2
SSTL37,2012,KIA MOTORS,BONGO,BLANCO,6
SU2310,1986,MERCEDES BENZ,300 E 3.0,GRIS,2
SVSL42,2016,FORD,EXPLORER 4X4 3.5 AUT,GRIS,29
SVST42,2018,FORD,EXPEDITION 3.5 AUT,BLANCO,29
SWFX38,2012,MAZDA,BIANTE 2.0 AUT,AZUL,29
SWFY99,2009,KIA MOTORS,MOHAVE,CAFE MARRON,29
SWZV38,2014,KIA MOTORS,SPORTAGE,GRIS,29
SWZY76,2015,KIA MOTORS,CARNIVAL,GRIS PLOMO,29
SXJG94,2012,HONDA,FIT,NEGRO,29
SXWC36,2014,HYUNDAI,AVANTE 1.6 AUT,PLATEADO,2
SYKL71,2021,JEEP,WRANGLER,GRIS,16
SYKT61,2023,CHEVROLET,TRACKER 1.2T LS MT P3,PLATEADO PLATA,29
SYKT77,2012,MAZDA,DEMIO,PLATEADO,2
SYLZ60,2011,KIA MOTORS,SPORTAGE 2.0 AUT,NEGRO,29
SYPD40,2020,HYUNDAI,TUCSON 1.6 AUT,BLANCO,29
SZKL43,2007,KIA MOTORS,SPORTAGE 2.0 AUT,NEGRO,29
TDGS70,2014,SUZUKI,SWIFT 1.2 AT GLS AC,AZUL,2
TGSV21,2018,HYUNDAI,SONATA,NEGRO,33
TGTD43,2015,HONDA,FIT,ROJO,2
TGTF21,2005,NISSAN,CONDOR,BLANCO AZUL,5
TGTF78,2009,DAIHATSU,HIJET,BLANCO,6
TGTG15,2014,SUZUKI,SWIFT 1.5 AUT,GRIS GRATIFO,2
TGTG44,2016,KIA MOTORS,SORENTO,GRIS,29
TGTL76,2013,HONDA,FIT 1.3 AUT,NEGRO,2
TGTL92,2024,CHANGAN,X7 PLUS ELITE AT,GRIS,29
TGTL93,2024,CHANGAN,NEW CS15 ELITE,BLANCO,2
TGTL94,2024,SUZUKI,NEW FRONX 1.5 AT GL HYBRID,GRIS METALICO P,29
TGTL97,2014,HONDA,FIT LX 1.3 AUT,NEGRO,2
TGTL98,2019,KIA MOTORS,STONIC,BLANCO,29
TGTL99,2012,HONDA,FIT 1.5 AUT,NEGRO,2
TGTP12,2024,JAC,JS2 CVT LUXURY,BLANCO,2
TLKH48,2016,HYUNDAI,PORTER II 2.5 AUT,BLANCO,6
UE1335,2004,HYUNDAI,ACCENT LC,NEGRO BLANCO,2
WA2387,2006,PEUGEOT,307 XLINE,GRIS ALUMINIUM,2
XS1904,1993,NISSAN,TERRANO 4WD,AZUL,16
XZ3907,2004,DODGE,NEON,AZUL,2
YD4919,1997,NISSAN,SERENA,AZUL,29
ZBD054,2024,BAJAJ,PULSAR NS 200 FI,BLANCO,21
ZF6944,1991,NISSAN,CONDOR,AZUL,5
BPBY47,2002,TOYOTA,PLATZ,BLANCO PERLA,2
CGSB46,2006,JEEP,LIBERTY,ROJO,29
CPKD84,2004,JEEP,LIBERTY,BEIGE,29
CRRF22,2003,HONDA,FIT,PLATEADO,2
CVBK54,2005,NISSAN,PRIMERA,DORADO,2
CXCK92,2011,CHEVROLET,AVEO LT,PLATEADO METAL,2
DLLY35,2012,TOYOTA,TUNDRA,BLANCO,6
DRPT84,2012,MERCEDES BENZ,ATEGO 172548,NARANJO,5
DZCR24,2003,HYUNDAI,TERRACAN 2.5 AUT,PLATEADO GRIS,29
FGSR58,2003,KIA MOTORS,SORENTO,BLANCO,29
FLWG18,2003,KIA,SORENTO 4X4 2.5 AUT,GRIS,29
FPXR67,2005,NISSAN,NOTE 1.5 AUT,GRIS,29
FVFW19,2001,HYUNDAI,SANTA FE,CAFE,29
GBCP10,2001,HYUNDAI,TERRACAN 4X4 2.5,NEGRO PLATEADO,29
GDCX24,2003,KIA MOTORS,SORENTO 4X4 2.5 AUT,PLATEADO,29
GKBD38,2003,BMW,318 TI,AZUL,2
GSJS10,2002,NISSAN,XTRAIL,GRIS,29
GXRS38,2015,DODGE,RAM 1500 SPORT 4*4,NEGRO,6
GZPK87,2007,MAZDA,DEMIO,PLATEADO,2
GZZV22,2003,HYUNDAI,PORTER 2.5,AZUL,6
HCSD53,2005,MAZDA,DEMIO,AZUL,29
HDJV42,2015,DODGE,DURANGO SXT 4X4 3.6L,BLANCO,38
HFHD68,2005,MITSUBISHI,OUTLANDER,BLANCO PERLA,29
HJDR76,2005,HYUNDAI,PORTER II 2.5,BLANCO,6
HSHX53,2005,MAZDA,VERISA,GRIS,2
HSJY96,2016,HYUNDAI,TUCSON TL,AZUL ARA,29
HSZV15,2003,KIA MOTORS,SORENTO,PLATEADO,29
HSZY70,2001,HYUNDAI,SANTA FE 2.0,NEGRO,29
HXWL70,2006,NISSAN,TIIDA,AZUL,29
HXWS98,2009,SUZUKI,SWIFT,AZUL,2
JBGL20,2002,NISSAN,BLUEBIRD SYLPHY,BEIGE,2
JBGX50,2008,SUZUKI,SWIFT,NARANJO,2
JDGK55,2006,MAZDA,DEMIO,GRIS,29
JFXD30,2006,NISSAN,NOTE,NEGRO,2
JFZG86,2010,HYUNDAI,GENESIS 2.0 AUT,GRIS,2
JFZR90,2003,MITSUBISHI,PAJERO 4X4,BLANCO,29
JHKY94,2005,NISSAN,TIIDA,AZUL,29
JHLD71,2009,HYUNDAI,SANTA FE,PLATEADO PLATA,29
JHLF49,2007,MAZDA,PREMACY,AZUL,29
JKP040,2019,HONDA,CB125F TWISTER,BLANCO,21
JSVK20,2003,KIA MOTORS,SORENTO 4X4 2.5 AUT,BLANCO,29
JSVK72,2007,KIA MOTORS,SORENTO 2.5 AUT,PLATEADO GRIS,29
JSVR33,2006,MAZDA,VERISA 1.5 AUT,GRIS,29
JTSW90,2017,MAHINDRA,NEW SCORPIO 2.2,BLANCO,29
JVHG52,2005,KIA MOTORS,SORENTO,PLATEADO,29
JWBB90,2005,HYUNDAI,PORTER II,BLANCO,6
JWBG20,2007,HYUNDAI,SANTA FE,PLATEADO,29
JWBJ30,2000,HYUNDAI,PORTER 2.6,AZUL,6
JYCB67,2010,MAZDA,PREMACY,PLATEADO PLATA,29
JYXL67,2018,KIA MOTORS,SPORTAGE LX 2.0,AZUL MERCURIO,29
JZRY25,2008,MAZDA,DEMIO 1.3 AUT,BLANCO,29
KBLK97,2009,NISSAN,MURANO,CAFE,29
KCBD60,2006,SUZUKI,SWIFT,AMARILLO,29
KCSR94,2005,HYUNDAI,STAREX,AMARILLO,20
KCST45,2014,HYUNDAI,TUCSON,BLANCO,29
KGKB78,2011,SUZUKI,SWFIT,NEGRO,2
KGWR31,2013,FORD,EXPLORER,BLANCO,29
KGWR32,2008,MAZDA,DEMIO,CELESTE,2
KHVT73,2007,NISSAN,NOTE,BLANCO,2
KJVD85,2010,MAZDA,AXELA,BLANCO,29
KJVD87,2012,NISSAN,NOTE 1.2 AUT,BLANCO PERLA,2
KPHZ59,2002,HONDA,CRV,DORADO,29
KPJB28,2006,HYUNDAI,TUCSON,DORADO,29
KRSF49,2018,CHEVROLET,CRUZE,GRIS PLOMO,2
KSYW44,2017,CHEVROLET,TRAX,NEGRO,29
KSYZ50,2002,HYUNDAI,STAREX,BLANCO,29
KYDJ87,2011,HONDA,FIT,BLANCO,29
LBFC66,2016,KIA MOTORS,SORENTO,GRIS,29
LBFJ99,2009,HONDA,STREAM,BLANCO PERLA,29
LDFC49,2012,NISSAN,MARCH,PLATEADO,2
LDTW88,2010,MITSUBISHI,OUTLANDER,PLATEADO,29
LFWV99,2019,RENAULT,NEW KOLES,NEGRO METALICO,29
LFWY39,2011,SUZUKI,SWIFT,BLANCO PERLA,2
LFXB41,2013,MAZDA,DEMIO 1.3 AUT,BLANCO PERLA,2
LHLC34,2011,MAZDA,DEMIO,VERDE,29
LJWS32,2015,HYUNDAI,TUCSON,PLATEADO,29
LJWV73,2018,MITSUBISHI,L200,BLANCO,6
LKYF47,2011,NISSAN,XTRAIL,NEGRO,29
LRTR95,2010,HONDA,FIT,PLATEADO,29
LRTX60,2011,HONDA,FIT 1.5 AUT,VIOLETA MORADO,29
LSWR88,2018,MAZDA,CX3,BLANCO,29
LSWW10,2006,HYUNDAI,TUCSON,BLANCO GRIS,29
LVRZ29,2016,KIA MOTORS,SPORTAGE 2.0 AUT,NEGRO,29
LVSD76,2020,SUZUKI,IGNIS,AZUL METALICO,2
LVSG78,2011,MAZDA,DEMIO,GRIS,2
LVSX21,2014,CHEVROLET,CRUZE LTZ,NEGRO AMARILLO,31
LYKK36,2012,MAZDA,DEMIO,AZUL,2
PBRX69,2011,HONDA,FIT,PLATEADO,29
PBRZ77,2017,JEEP,CHEROKEE 2.4 AUT,GRIS,29
PBSB74,2009,MAZDA,DEMIO 1.3 AUT,GRIS,2
PBSD56,2013,MAZDA,DEMIO,NEGRO,2
PBSH38,2013,MAZDA,DEMIO 1.3 AUT,AZUL OSCURO,2
PBST90,2010,HYUNDAI,TUCSON 2.0 AUT,BLANCO,29
PBSY82,2010,HYUNDAI,TUCSON,GRIS,29
PCRB76,2014,HYUNDAI,ACCENT,PLATEADO,2
PFPR25,2011,HYUNDAI,TUCSON,GRIS,29
PFPR29,2006,KIA MOTORS,SPORTAGE,GRIS PLOMO GRAF,29
PFRB49,2017,HYUNDAI,TUCSON,GRIS GRAFITO,29
PGDS62,2021,NISSAN,QASHQAI ADVANCE MT,BLANCO PERLA,30
PHBB27,2016,DODGE,CHALLENGER SXT,GRIS,2
PJTX17,2009,MAZDA,PREMACY 2.0 AUT,ROJO BURDEO,29
PJTZ28,2010,KIA MOTORS,SORENTO 2.0 AUT,PLATEADO PLATA,29
PJVB48,2007,KIA MOTORS,SPORTAGE,NEGRO,29
PKRX93,2018,HYUNDAI,GRAND STAREX,PLATEADO,29
PLSG29,2016,CHEVROLET,TRAX,BLANCO,29
PLSJ19,2007,HYUNDAI,TUCSON,DORADO,29
PLSJ93,2011,HONDA,FIT 1.3 AUT,ROJO,29
PPJT58,2014,KIA MOTORS,SORENTO,NEGRO,29
PPZX41,2010,KIA MOTORS,SORENTO,PLATEADO,29
PRZS37,2021,JAC,JS2 LUXURY 1.5,BLANCO,2
PSSB41,2012,KIA MOTORS,PRIDE 2.0,BLANCO,29
PSVZ15,2018,MAZDA,DEMIO,AZUL,2
PTCC37,2004,HYUNDAI,PORTER,BLANCO,6
PTCC88,2013,NISSAN,NOTE 1.2 AUT,GRIS,29
PXVT66,2007,SSANGYONG,RECTON,NEGRO,29
PYGJ90,2011,HONDA,FIT,AZUL,29
PYGP16,2013,NISSAN,NOTE,GRIS,2
PZGY67,2010,MITSUBISHI,RVR 1.8 AUT,BLANCO PERLA,29
PZHB21,2017,HYUNDAI,TUCSON,PLATEADO,29
RBZR89,2007,CHEVROLET,CAPTIVA,BLANCO,29
RCCP73,2021,HYUNDAI,CRETA SU2I CVT 1.5 AUT,PLATEADO PLATA,29
RCXX63,2012,KIA MOTORS,SPORTAGE,BLANCO,29
RDVC71,2021,CHANGAN,HUNTER 1.9T MT 4X4 COMFORT,BLANCO,6
RFHL11,2007,KIA MOTORS,SORENTO 2.0 AUT,NEGRO,29
RFRG40,2008,HYUNDAI,SANTA FE 2.0 AUT,PLATEADO PLATA,29
RFRS42,2016,FORD,MUSTANG 2.3 AUT,ROJO,2
RFRS47,2010,HYUNDAI,PORTER 2,AZUL,6
RGVR18,2006,SSANGYONG,ACTYON,PLATEADO,29
RGVT17,2012,NISSAN,NOTE,PLATEADO,29
RHXH15,2012,KIA MOTORS,SORENTO 2.0 AUT,CAFE,29
RJFP65,2012,HYUNDAI,VELOSTER 1.6 AUT,BLANCO,2
RJFS27,2012,KIA MOTORS,SPORTAGE,BLANCO,29
RJFV17,2010,HYUNDAI,GENESIS,ROJO,2
RJKV79,2005,KIA MOTORS,SPORTAGE,PLATEADO,29
RKLR64,2009,SUZUKI,SWIFT,GRIS OSCURO,2
RKTB96,2011,KIA MOTORS,SPORTAGE,BLANCO,29
RLPF84,2011,KIA MOTORS,SORENTO,GRIS,29
RLPG47,2010,TOYOTA,RUSH,ROJO,29
RPHC49,2012,CHEVROLET,ORLANDO,NEGRO,29
RPRL75,2022,CHEVROLET,CAPTIVA II 1.5 LT MT,BLANCO,29
RPRP52,2016,KIA MOTORS,SPORTAGE 2.0 AUT,AZUL,29
RPRP85,2009,DAIHATSU,BEGO,GRIS,29
RRBF58,2013,MAZDA,DEMIO,GRIS,2
RSCC56,2011,MAZDA,DEMIO,AZUL PURPURA,2
RSCD73,2018,CHEVROLET,TRAX 1.4 AUT,BLANCO,29
RSXD76,2013,DODGE,DART SXT 2.0,PLATEADO,2
RSXG67,2014,JEEP,CHEROKEE 2.4 AUT,NEGRO,29
RTLS95,2022,CHERY,TIGGO 2GLS CVT PRO,GRIS PLATA,29
RVJG68,2014,HYUNDAI,GENESIS,GRIS,2
RXVD60,2007,HYUNDAI,PORTER II,BLANCO,6
SCYY51,2012,HONDA,CR Z,ROJO,2
SCYZ25,2020,CHEVROLET,TRAX 4X4,GRIS,29
SDZL69,2013,MAZDA,DEMIO,BLANCO,2
SDZP66,2012,KIA MOTORS,SPORTAGE,BLANCO,29
SHCZ89,2023,MITSUBISHI,OUTLANDER 2.0 AUT,PLATEADO PLATA,29
SHJY27,2015,HYUNDAI,SANTA FE,ROJO,29
SHKB41,2011,KIA MOTORS,SPORTAGE 2.0 AUT,GRIS,29
SJPH97,2023,TOYOTA,NEW RAV4,BLANCO,29
SKFC95,2011,HONDA,FIT,BLANCO,29
SKFD34,2012,HONDA,FIT,BLANCO PERLA,29
SLBB23,2009,HONDA,FIT,VIOLETA MORADO,2
SLBC34,2023,JAC,JS2 LUXURY 1.5,PLATEADO PLATA,2
STFG22,2023,RAM,1000 REBEL 4X4 2.0 AUT,GRIS GRAFITO,6
SVST79,2013,HYUNDAI,SANTA FE 2.0 AUT,PLATEADO,29
SWVW34,2023,CHEVROLET,ONIX HB RS,BLANCO,2
SWZV75,2023,CHANGAN,NEW CS35 PLUS 1.4 T AT ELITE,ROJO,29
SXDT80,2020,HYUNDAI,AVANTE,BLANC0,2
SXJG89,2016,KIA MOTORS,SPORTAGE,NEGRO,29
SYKS89,2014,KIA MOTORS,SORENTO 2.0 AUT,GRIS,29
SYPC36,2013,MAZDA,CX5 2.2 AUT,BLANCO,29
SYPF72,2015,JEEP,PATRIOT,BLANCO,29
TBLX79,2011,HONDA,FIT,NARANJO NARANJA,2
TBPB12,2014,MAZDA,AXELA,BLANCO,2
TGJR50,2015,MAZDA,DEMIO 4X4,NEGRO,2
TGSW79,2012,KIA MOTORS,SPORTAGE,BLANCO,29
TGSW80,2014,HYUNDAI,SANTA FE 2.0 AUT,GRIS GRAFITO,29
TGTG45,2014,HYUNDAI,SANTA FE,GRIS,29
BXFR51,2009,JEEP,CHEROKEE LIMITED,BLANCO,29
BZFW57,2008,SSANGYONG,ACTION DCAB SPORT 4X4,GRIS OSCURO,6
CGRX30,2010,CHEVROLET,CORSA III,PLATEADO METALI,2
CGVK63,2010,SSANGYONG,ACTYON SPORT,BLANCO,6
CXCG98,2003,SSANGYONG,REXTON 4X4 2.9,VERDE,29
DWCR40,2003,HONDA,FIT,ROJO,29
DZLB42,2008,SATURN,SKY 2.4,ROJO,2
FGSS38,2006,MAZDA,PREMACY,GRIS,29
FKVH18,2009,KENWORTH,T2000,BLANCO,36
GBDB67,2005,VOLVO,VNL780,ROJO,36
GDRF31,2004,HONDA,FIT,GRIS PLOMO,2
GGFC87,2002,NISSAN,MARCH,CELESTE,29
GLLD13,2014,HYUNDAI,NEW TUCSON LM FL,GRIS,29
GRCH95,2017,RANDON,SR PT CS 0330,NEGRO,28
GRDB40,2017,GOREN,R 2 M 18 9,GRIS ROJO,25
GVRX84,2006,SUZUKI,SWIFT,AMARILLO,2
GZPL27,2005,TOYOTA,VITZ,PLATEADO,2
HFGS68,2006,HONDA,FIT 1.3 AUT,PLATEADO,29
HHWS41,2008,MAZDA,AXELA 1.5 AUT,BLANCO,2
HXWB16,2006,NISSAN,NOTE,VERDE,29
JC3357,1996,UTILITY,VSR,BLANCO,28
JDGD28,2004,SSANGYONG,REXTON,BLANCO,29
JFLC97,2008,HONDA,CROSSROAD,GRIS,29
JG9836,1995,GREAT DANE,70117Z-1A,BLANCO,28
JHPG71,2007,CHEVROLET,CAPTIVA,NEGRO,29
JLTV73,2004,MAZDA,DEMIO,AZUL,29
JLTY23,2005,HONDA,AIRWAVE,BLANCO,29
JPXB18,2006,SSANGYONG,REXTON,GRIS,29
JWBH80,2006,HYUNDAI,TUCSON,NEGRO,29
JZRV34,2002,HYUNDAI,PORTER 2.5,AZUL,6
KBLK60,2006,KIA MOTORS,SPORTAGE,NEGRO,29
KCSW47,2006,HYUNDAI,TUCSON 2.0 AUT,PLATEADO PLATA,29
KGJT28,2006,HYUNDAI,TUCSON 2.0 AUT,BLANCO,29
KGWR71,2007,HYUNDAI,TUCSON 2.0 AUT,GRIS,29
KGWS49,2011,MAZDA,DEMIO,VERDE,2
KJTY96,2018,HYUNDAI,GRAND I10,BLANCO,2
KJVP22,2004,HYUNDAI,SANTA FE,BLANCO,29
KSYJ81,2011,CHEVROLET,EQUINOX,CAFE,29
KSYS89,2015,HYUNDAI,ACCENT,AZUL,2
KWVW78,2013,HONDA,FIT,NEGRO,29
KXDH66,2019,CHEVROLET,COLORADO 4WD 2.8 AUT,"ROJO OSCURO ,M",6
LFWW83,2012,NISSAN,MARCH,ROJO BURDEO,2
LHKS38,2008,VOLVO,FH,PLATEADO PLATA,36
LHLD56,2012,HYUNDAI,TUCSON,GRIS,29
LJYD26,2019,MITSUBISHI,NEW L-200 KATANA CRT,BLANCO FAIRY,6
LKYS37,2011,HONDA,FIT,BEIGE,2
LPVS12,2020,HAVAL,H6 DELUXE AT,ROJO,29
LPVY33,2013,HYUNDAI,ACCENT 1.5 AUT,PLATEADO,2
LRTR40,2008,NISSAN,DUALIS,PLATEADO PLATA,29
LRTT99,2015,BMW,118D,NEGRO,29
LSWL19,2016,KIA MOTORS,K5,AZUL,34
LVRZ70,2010,SUZUKI,SWIFT,PLATEADO,2
LYKB29,2006,KIA MOTORS,SPORTAGE,BLANCO,29
LYKG42,2012,HONDA,FIT,NEGRO,2
PBRZ51,2010,KIA MOTORS,SORENTO,GRIS,29
PBSC21,2016,DODGE,JOURNEY 2.4 AUT,PLATEADO,29
PFPV18,2011,KIA MOTORS,BONGO,AZUL,29
PFRF24,2007,HYUNDAI,PORTER II 2.5,BLANCO,6
PFRG43,2011,HONDA,FIT,BLANCO,29
PHWR46,2018,VOLVO,FH,AMARILLO,5
PKKT19,2013,HYUNDAI,GRAND STAREX 2.5 AUT,PLATEADO,20
PKKV22,2011,MAZDA,DEMIO,PLATEADO PLATA,2
PLSZ94,2015,HYUNDAI,TUCSON,NARANJO SALMON,29
PPJS25,2011,HYUNDAI,SANTA FE 2.0 AUT,PLATEADO,29
PPZX94,2015,CHEVROLET,MALIBU,CELESTE,2
PRPP48,2010,HONDA,CR Z,GRIS,2
PRPR28,2011,SUZUKI,SWIFT,NEGRO,2
PRZR54,2014,VOLVO,FH,BLANCO,36
PSSB39,2008,KIA MOTORS,MOHAVE 3.0 AUT,BLANCO,29
PSYL34,2008,KIA MOTORS,SORENTO,NEGRO,29
PYTV46,2018,CHEVROLET,TRAX,PLATEADO,29
PZDX69,2011,HONDA,FIT 1.3 AUT,AZUL,29
PZGY56,2013,KIA MOTORS,BONGO III 2.5,AZUL,6
RBKK81,2013,HONDA,FIT 1.3 AUT,BLANCO PERLA,29
RBZT60,2013,NISSAN,NOTE,ROJO BURDEO,29
RBZV70,2012,HYUNDAI,TUCSON,GRIS,29
RBZW57,2013,NISSAN,NOTE,CELESTE,29
RBZW58,2011,KIA MOTORS,SPORTAGE 2.0 AUT,GRIS,29
RCGW67,2007,CHEVROLET,WINSTORM 2.0 AUT,GRIS,29
RCXZ63,2011,KIA MOTORS,SORENTO 2.0,GRIS,29
RFRH33,2014,HYUNDAI,AVANTE 1.6 AUT,GRIS,2
RFRW83,2014,HYUNDAI,MAXCRUZ,AZUL,29
RGDP71,2014,MAZDA,DEMIO,BLANCO,2
RGSV63,2008,DAEWOO,WINSTORM 4X4 2.0 AUT,GRIS,29
RGYB38,2014,KIA MOTORS,SPORTAGE LX AUT AC DAB ABS,NEGRO,30
RHKW94,2017,JEEP,RENEGADE 2.4 AUT,BLANCO,29
RHKY95,2013,NISSAN,NOTE 1.2 AUT,VIOLETA MORADO,29
RJFS98,2007,KIA MOTORS,SPORTAGE 2.0 AUT,PLATEADO PLATA,29
RKTB99,2007,HYUNDAI,TUCSON 2.0 AUT,NEGRO,29
RKTH90,2008,SSANGYONG,ACTYON,BLANCO,29
RVFH31,2022,CHERY,TIGGO 3 GLS MT,ROJO METALIZADO,30
RVFY70,2011,HONDA,FIT,CELESTE,29
RVJK27,2022,CHEVROLET,TRACKER LS 1.2,AZUL OSCURO MET,29
RXXL47,2011,HYUNDAI,SANTA FE,PLATEADO,29
RZK086,2011,MONTERO,XR250,NEGRO BLANCO GR,21
RZRD98,2010,AUDI,S5 4X4 2.0 AUT,BLANCO,2
SBCP63,2014,NISSAN,NOTE,NEGRO,29
SDLF25,2011,MAZDA,PREMACY 2.0 AUT,GRIS,29
SDLG68,2018,JEEP,GRAND CHEROKEE,NEGRO,29
SJHJ13,2017,DODGE,RAM 1500 4X4,BLANCO,6
SKFC82,2012,HONDA,FIT,PLATEADO,2
SKFF47,2017,HYUNDAI,SANTA FE 2.4 AUT,ROJO,29
SLBB67,2011,MAZDA,VERISA 1.5 AUT,BLANCO PERLA,29
SVSL65,2012,MAZDA,DEMIO 1.3 AUT,GRIS,2
SWFY37,2007,HONDA,CROSSROAD,BLANCO,29
SWFZ97,2005,TOYOTA,NOAH 2.0 AUT,AZUL,29
SWVY77,2020,KIA MOTORS,BONGO III,BLANCO,6
SWZY48,2021,CHEVROLET,TRAILBLAZER 1.3 AUT,ROJO,29
SWZY87,2012,KIA MOTORS,SPORTAGE 2.0 AUT,BLANCO,29
SYKL23,2023,JAC,JS2 COMFORT SMART,BLANCO,2
TGKG23,2012,NISSAN,JUKE 1.5 AUT,PLATEADO,29
TGTB19,2019,JEEP,CHEROKEE 3.6 AUT,NEGRO,29
TGTF40,2016,MITSUBISHI,LANCER 2.0,AZUL,2
XV7080,2000,FREIGHTLINER,ARGOSY,BLANCO,36
BCHF44,2008,CITROEN,XSARA PICASSO HDI 92CV,ROJO LUCIFER,2
BPBG30,1997,HONDA,CIVIC,GRIS OSCURO,2
BPBV88,1997,HYUNDAI,EURO ACCENT,BLANCO,2
BSCT49,2005,HYUNDAI,PORTER,AZUL,6
BZHC73,2000,NISSAN,SERENA,BLANCO PERLA,29
CBCG36,1999,HYUNDAI,ACCENT 1.5,BLANCO,2
