PATENTE,MONTO_PAGADO,TIPO_PAGO,FECHA_PAGO,MODULO_ATENCION,CODIGO_SII
MK0947,36089,3,2024-09-16,2,MT1060043
OB0913,36089,3,2024-09-16,2,MT2540202
PBRY91,146928,2,2024-09-16,1,SU500136
PBRZ35,16804,2,2024-09-16,1,SU1110077
PBRZ98,36712,3,2024-09-16,1,HB1060021
PBSF35,16800,2,2024-09-16,2,HB1060026
PBSK22,16804,2,2024-09-16,2,VN1600030
PBSK97,41695,3,2024-09-16,1,VN500033
PBSK97,36089,3,2024-09-16,1,VN500033
PBSL29,16804,2,2024-09-16,1,SD500261
PBSL48,37715,3,2024-09-16,1,SU1320119
PBSV17,49406,2,2024-09-16,1,SD500290
PBSY81,16800,2,2024-09-16,2,CT2350101
PBTR59,36089,3,2024-09-16,1,HB500126
PCRB51,16804,2,2024-09-16,1,HB1060026
PFPL89,98951,3,2024-09-16,1,
PFPP68,16804,2,2024-09-16,1,CT1320036
PFRF65,16804,2,2024-09-16,1,SU1320063
PKKT93,36089,3,2024-09-16,1,VN500033
PKKX62,47242,2,2024-09-16,1,SU790082
PKKY78,49476,1,2024-09-16,2,
PKKY80,16804,2,2024-09-16,1,HB1060024
PLFD58,33451,2,2024-09-16,1,SU1110132
PLFD74,42945,3,2024-09-16,1,HB790140
PLFG91,36089,3,2024-09-16,1,HB1110113
PPCC33,281724,2,2024-09-16,1,VN790071
PPJW26,24161,2,2024-09-16,1,SU1110119
PPTK31,16800,2,2024-09-16,2,SU1110062
PRZS36,31170,2,2024-09-16,1,SU470056
PRZT15,16804,2,2024-09-16,1,SD1600177
PRZV47,16804,2,2024-09-16,1,HB1060024
PSDY61,16804,2,2024-09-16,1,SU1320063
PSDY76,36089,3,2024-09-16,1,HB1060024
PSHV94,197901,3,2024-09-16,1,
PSHW52,23607,2,2024-09-16,1,SU470057
PSRZ31,47242,2,2024-09-16,1,SU790082
PSVZ78,36089,3,2024-09-16,1,SD1600177
PSVZ96,16804,2,2024-09-16,1,SD1600177
PSWB88,16804,2,2024-09-16,1,CT1110036
PSYK51,67847,2,2024-09-16,1,SU1210068
PSYK51,121428,3,2024-09-16,1,SU1210068
PSZY79,20312,2,2024-09-16,1,VN1110168
PXVV13,41695,3,2024-09-16,1,CT1110038
PXVV13,36089,3,2024-09-16,1,CT1110038
PXWW65,34595,2,2024-09-16,1,HB2290155
PYGL63,36089,3,2024-09-16,1,MT1060231
PYTR49,16800,2,2024-09-16,2,SD1600184
PYTR67,16808,2,2024-09-16,2,SD1600146
PYTV94,16804,2,2024-09-16,1,SD1600177
PZDT69,31748,2,2024-09-16,1,SU1110136
PZDW35,16804,2,2024-09-16,1,HB1600040
PZGY15,21153,2,2024-09-16,1,VN1320106
PZGZ22,16804,2,2024-09-16,1,SU1110057
PZHB12,16804,2,2024-09-16,1,SU1320091
PZHB77,16804,2,2024-09-16,1,CT1110042
PZXC47,33883,2,2024-09-16,1,SU1210091
QV0465,16804,2,2024-09-16,1,MT1060230
RBZW90,36089,3,2024-09-16,1,SU1110055
RCGV86,41695,3,2024-09-16,1,HB1760056
RCGV86,36089,3,2024-09-16,1,HB1760056
RCGY32,18545,2,2024-09-16,1,VN1110151
RCYB51,21050,2,2024-09-16,1,SU2250051
RFDF48,229626,3,2024-09-16,1,VN1320129
RFDF65,16804,2,2024-09-16,1,SD1600184
RFDJ62,16804,2,2024-09-16,1,HB1760055
RFDX62,40960,2,2024-09-16,1,SU1600051
RFRH20,16804,2,2024-09-16,1,SD1600177
RFRK57,33835,2,2024-09-16,1,SU1320135
RGDT78,16804,2,2024-09-16,1,CT1110015
RGJR48,168013,2,2024-09-16,1,CT1600130
RGSZ26,36089,3,2024-09-16,1,SU1110063
RGVS29,16804,2,2024-09-16,1,HB1320030
RHLB88,16804,2,2024-09-16,1,HB1760056
RJFW26,44696,2,2024-09-16,1,SU1110154
RKLS64,45530,3,2024-09-16,1,VN1110163
RKSX43,16804,2,2024-09-16,1,HB500064
RKTC68,17562,2,2024-09-16,1,SU1320119
RLRT30,41695,3,2024-09-16,2,SU1110070
RPHF13,65967,3,2024-09-16,2,
RPRP62,41691,3,2024-09-16,2,CT1110044
RPRP62,36089,3,2024-09-16,2,CT1110044
RRBC94,20354,2,2024-09-16,1,SD1110166
RRBD46,43419,2,2024-09-16,1,SU1110132
RRBF19,16804,2,2024-09-16,1,SU1110052
RRBZ97,16804,2,2024-09-16,1,HB1060026
RRCC12,197901,3,2024-09-16,1,
RSCH58,13743,3,2024-09-16,1,CT1110049
RSCH58,47128,3,2024-09-16,1,CT1110049
RSCH58,41695,3,2024-09-16,1,CT1110049
RSCH58,36089,3,2024-09-16,1,CT1110049
RSXF27,36089,3,2024-09-16,1,SU1110062
RTRW26,17004,2,2024-09-16,1,HB1600067
RVFW19,16996,2,2024-09-16,1,SU1110070
RVJH41,131934,3,2024-09-16,1,
RVJH82,65967,3,2024-09-16,2,
RVJL69,52142,2,2024-09-16,1,SU1110187
RXXJ82,16804,2,2024-09-16,1,SU1320105
RXXL92,69942,3,2024-09-16,1,VN500038
RXXL92,50721,3,2024-09-16,1,VN500038
RXXL92,39906,3,2024-09-16,1,VN500038
RYKB65,16804,2,2024-09-16,1,SD1760268
RYKB98,16804,2,2024-09-16,1,SD1600184
RYKC86,18690,2,2024-09-16,1,SU1320119
RYKF33,16804,2,2024-09-16,1,SU1320093
RYKF52,31139,2,2024-09-16,1,HB1650037
RYKG22,36089,3,2024-09-16,1,HB1760047
RYKG42,40686,3,2024-09-16,1,HB1110121
SBCR30,69021,3,2024-09-16,1,CT1320052
SBCR30,53070,3,2024-09-16,1,CT1320052
SCCG20,36089,3,2024-09-16,1,HB1060025
SCCG28,16804,2,2024-09-16,1,SD1600184
SCZB76,16804,2,2024-09-16,2,HB1600052
SCZB83,123848,2,2024-09-16,1,SU500134
SDLF82,69359,2,2024-09-16,1,SU1210089
SDLG29,65967,3,2024-09-16,2,
SDLG31,23116,2,2024-09-16,1,SU1110107
SDZK17,16804,2,2024-09-16,1,SD1060089
SDZK26,42653,2,2024-09-16,1,HB1110194
SGFC61,36089,3,2024-09-16,1,HB1760056
SJHD33,36089,3,2024-09-16,1,HB1060024
SJHJ59,36089,3,2024-09-16,1,SD1600177
SKFC17,16804,2,2024-09-16,1,HB1600052
SLBD40,16804,2,2024-09-16,1,VN1660038
SPCX16,65967,3,2024-09-16,1,
SVST62,36089,3,2024-09-16,1,HB1600058
SW9628,36089,3,2024-09-16,2,SU1760027
SWFS20,36089,3,2024-09-16,1,HB1060024
SWFV31,16804,2,2024-09-16,1,HB2290118
SWFW30,16804,2,2024-09-16,1,HB1060024
SWFZ51,38762,2,2024-09-16,1,SU1170077
SWZV28,16804,2,2024-09-16,1,HB2290118
SWZX28,32208,2,2024-09-16,1,SU1110129
SWZY44,16804,2,2024-09-16,1,SD1060084
SWZY96,36089,3,2024-09-16,1,HB1110122
SXHC87,16804,2,2024-09-16,1,SD1600184
SXHF33,30891,2,2024-09-16,1,HB1110184
SXJF74,36089,3,2024-09-16,1,HB1760056
SYPB94,52468,2,2024-09-16,1,
SYPG22,36089,3,2024-09-16,1,VN500010
SYPG84,36089,3,2024-09-16,1,HB1600056
SZLV87,36089,3,2024-09-16,1,HB1060024
TBPB13,42782,2,2024-09-16,1,VN1660064
TBPF83,327761,3,2024-09-16,1,SU500163
TDGL35,174562,2,2024-09-16,1,SD500299
TDGV33,19676,2,2024-09-16,1,HB1060026
TGJC72,28760,2,2024-09-16,2,
TGKK45,13743,3,2024-09-16,1,VN1110134
TGSZ14,57365,2,2024-09-16,1,CT1320056
TGTC53,16492,3,2024-09-16,1,SU1760191
TGTD40,18920,3,2024-09-16,2,
TGTF23,13743,3,2024-09-16,1,SU2270143
TGTG27,10995,3,2024-09-16,1,HB1760062
TGTG46,10995,3,2024-09-16,1,HB2290126
TGTG60,57213,3,2024-09-16,1,SU1210091
TGTG72,17662,3,2024-09-16,1,SU2270333
TGTL12,73915,3,2024-09-16,1,SU1110235
TGTL79,10995,3,2024-09-16,1,HB1060024
TGTL83,13743,3,2024-09-16,1,SD1060102
TGTL88,10995,3,2024-09-16,1,HB1760056
TGTL95,10990,3,2024-09-16,2,SD1660046
TGTP23,107723,3,2024-09-16,1,SU2250081
TGTP24,10995,3,2024-09-16,1,HB2290118
TLJV68,27136,3,2024-09-16,1,CT1320059
TLKF77,24103,3,2024-09-16,1,SU1320164
TLKH42,17766,3,2024-09-16,1,SD1110301
TLKH49,12285,3,2024-09-16,1,HB1110168
VRZ032,36089,3,2024-09-16,1,MT1270274
WKD058,24738,3,2024-09-16,1,MT1060285
WL1982,36089,3,2024-09-16,1,SD1760109
WY4454,36089,3,2024-09-16,1,CT1660047
ZD8952,41695,3,2024-09-16,1,SD2350161
ZD8952,36089,3,2024-09-16,1,SD2350161
ZE8021,16804,2,2024-09-16,1,SD1110047
ZW8220,36089,3,2024-09-16,1,VN2350020
ZW8228,41695,3,2024-09-16,1,CT1110008
ZW8228,36089,3,2024-09-16,1,CT1110008
ABD982,36089,3,2024-09-17,2,
BCYC84,36089,3,2024-09-17,1,SD500262
BPBD84,16800,2,2024-09-17,2,SU2270033
BPCR35,197901,3,2024-09-17,1,
BPCZ21,16804,2,2024-09-17,1,HB1110064
BSCK16,36090,3,2024-09-17,2,VN1320025
BSCV59,36089,3,2024-09-17,1,SD1060043
BSDL52,16804,2,2024-09-17,1,HB2350011
CCSW69,16804,2,2024-09-17,1,SD2290013
CDKB31,16804,2,2024-09-17,1,SU2290101
CDLC81,36089,3,2024-09-17,1,HB1110046
CFPV97,41690,3,2024-09-17,2,SD2350126
CGRR25,36089,3,2024-09-17,1,HB2350004
CJTB57,16804,2,2024-09-17,1,SU2270131
CLBX37,36089,3,2024-09-17,1,VN1210010
CPKJ31,16804,2,2024-09-17,1,HB590027
CRRS84,32984,3,2024-09-17,1,
CSWW33,16804,2,2024-09-17,2,SU1110092
CSWY38,98951,3,2024-09-17,1,
CVBR28,36089,3,2024-09-17,1,CT1110015
CVLT44,16804,2,2024-09-17,1,SD1760173
CYLB66,36089,3,2024-09-17,1,HB2290103
CYSZ31,36089,3,2024-09-17,2,SU1320016
DBVB65,16804,2,2024-09-17,1,SD1760208
DCPJ56,41695,3,2024-09-17,1,HB2350013
DCPJ56,36089,3,2024-09-17,1,HB2350013
DKFD93,36089,3,2024-09-17,1,SU1110056
DPBZ81,36089,3,2024-09-17,1,SU1320024
DSZG90,41695,3,2024-09-17,2,HB1060021
DSZG90,36089,3,2024-09-17,2,HB1060021
DTVL50,16804,2,2024-09-17,1,VN1320035
DXKH82,57733,3,2024-09-17,1,SD2350128
DXKH82,53430,3,2024-09-17,1,SD2350128
DXKH82,47128,3,2024-09-17,1,SD2350128
DXKH82,41695,3,2024-09-17,1,SD2350128
DXKH82,36089,3,2024-09-17,1,SD2350128
DZCJ93,36089,3,2024-09-17,1,SU1320041
DZKS78,16804,2,2024-09-17,1,SD1060078
FGSK74,16804,2,2024-09-17,1,HB2290080
FGSV23,36089,3,2024-09-17,1,HB500132
FGSY45,16804,2,2024-09-17,1,HB2350012
FJTX30,16804,2,2024-09-17,1,SD1060078
FKZY20,16804,2,2024-09-17,1,VN1600021
FLWH34,22352,2,2024-09-17,1,VN1110052
FLWH34,41695,3,2024-09-17,1,VN1110052
FPHC56,16804,2,2024-09-17,1,SU2250042
FPPJ24,36089,3,2024-09-17,1,SU1600022
FRJP72,36089,3,2024-09-17,1,VN1660019
FVRR86,36089,3,2024-09-17,1,SD2350115
FWXJ80,36089,3,2024-09-17,1,SU1600027
FZBP31,16804,2,2024-09-17,1,SU1760044
FZBR84,36089,3,2024-09-17,1,HB1600041
FZLC67,53430,3,2024-09-17,2,HB1060021
FZLC67,47128,3,2024-09-17,2,HB1060021
FZLC67,41695,3,2024-09-17,2,HB1060021
FZLC67,36089,3,2024-09-17,2,HB1060021
GBZG79,36089,3,2024-09-17,1,SD1110206
GD3627,16804,2,2024-09-17,2,CT1760023
GDJZ45,19831,2,2024-09-17,1,SU500091
GFWK16,53147,3,2024-09-17,1,HB1110123
GFWK16,41410,3,2024-09-17,1,HB1110123
GHSJ11,16804,2,2024-09-17,1,SU1320039
GLKX66,41695,3,2024-09-17,1,SU1110036
GLKX66,36089,3,2024-09-17,1,SU1110036
GSJC85,36089,3,2024-09-17,1,SD1600109
GSXG65,36089,3,2024-09-17,1,SD1060085
GVRV50,36089,3,2024-09-17,1,HB1060021
GVSV34,16804,2,2024-09-17,1,HB2290057
GZZG89,36089,3,2024-09-17,1,SU1760139
HCSF47,53430,3,2024-09-17,1,SU320004
HCSF47,47128,3,2024-09-17,1,SU320004
HCSF47,41695,3,2024-09-17,1,SU320004
HCSF47,36089,3,2024-09-17,1,SU320004
HCSH47,16800,2,2024-09-17,2,SU2250033
HDRG14,54400,3,2024-09-17,1,HB2290132
HHWL96,36089,3,2024-09-17,1,SU2270140
HSZS17,16804,2,2024-09-17,1,SD1320098
HTJH25,16804,2,2024-09-17,1,SD1110289
HVTS40,47125,3,2024-09-17,2,HB1060024
HVTS40,41695,3,2024-09-17,2,HB1060024
HVTS40,36089,3,2024-09-17,1,HB1060024
HVVF28,26154,2,2024-09-17,1,SD500242
HXLH60,16804,2,2024-09-17,1,HB2290119
HXWH89,36089,3,2024-09-17,1,HB2290064
HYSD33,36089,3,2024-09-17,1,SU1320083
HYSD59,16804,2,2024-09-17,1,SD2290033
HYSK33,39361,2,2024-09-17,1,SU1110153
HZJY11,25600,2,2024-09-17,1,SU800001
JBGP98,36089,3,2024-09-17,1,VN1600021
JBGR73,36089,3,2024-09-17,1,SD1600124
JDJB97,61049,2,2024-09-17,1,VN790068
JE3165,197900,3,2024-09-17,2,
JFLC93,16804,2,2024-09-17,1,SD1600109
JFXF39,36089,3,2024-09-17,1,HB1600040
JFZ068,16804,2,2024-09-17,1,MT2290150
JG1848,197900,3,2024-09-17,2,
JG9196,98951,3,2024-09-17,1,
JL6676,98951,3,2024-09-17,1,
JL9587,98951,3,2024-09-17,1,
JLTV64,36089,3,2024-09-17,1,VN1110101
JLTW84,41690,3,2024-09-17,2,SU1600031
JLVD20,45590,3,2024-09-17,1,SD130089
JLVD20,40913,3,2024-09-17,1,SD130089
JVHH79,16804,2,2024-09-17,1,SU1320076
JWBF56,36089,3,2024-09-17,1,SU1320085
JYHT74,16804,2,2024-09-17,1,SU1320085
JYTB88,16804,2,2024-09-17,1,VN1600020
JYTH60,16804,2,2024-09-17,1,HB1110044
JZPS24,49741,2,2024-09-17,1,SU1760231
JZRT46,36089,3,2024-09-17,1,CT1110031
JZRT57,36089,3,2024-09-17,1,SU1110070
JZSH71,202674,3,2024-09-17,1,VN1060007
KBLH72,36089,3,2024-09-17,1,SU2250019
KCBC39,16804,2,2024-09-17,1,HB1060021
KCSP60,36089,3,2024-09-17,1,VN1600030
KCSV27,36089,3,2024-09-17,1,HB1060021
KFRR59,32789,2,2024-09-17,1,SU1600072
KGWS64,16804,2,2024-09-17,1,SU1110060
KJLC81,81472,3,2024-09-17,1,SU1110193
KJVC18,16804,2,2024-09-17,1,HB2350028
KJVK88,16804,2,2024-09-17,1,CT1110034
KJVL67,16804,2,2024-09-17,1,HB2290077
KJWC63,16804,2,2024-09-17,1,SU1320075
KLSJ77,16804,2,2024-09-17,1,SU1320075
KRRX82,48887,2,2024-09-17,1,SD790124
KRSD57,36089,3,2024-09-17,1,HB1110083
KSYT95,26155,2,2024-09-17,1,SU1210067
KSYW76,16804,2,2024-09-17,1,HB1060024
KSYX63,29621,2,2024-09-17,1,SU1320134
KSYY21,16804,2,2024-09-17,1,SU2270262
KSZB70,25410,2,2024-09-17,1,SD320140
KSZF95,16804,2,2024-09-17,1,HB2350028
KVLS37,16804,2,2024-09-17,1,HB1060024
KWVW64,27327,2,2024-09-17,1,SU1110168
KWWD69,79856,2,2024-09-17,1,SU1110235
KXGR87,16804,2,2024-09-17,1,SU2350060
KXGW32,16804,2,2024-09-17,1,HB1600040
KYCY97,18924,2,2024-09-17,1,VN1320106
LBDX64,87818,2,2024-09-17,1,SU1620065
LBFD79,36089,3,2024-09-17,1,SU1110052
LBFF91,16804,2,2024-09-17,1,HB1060024
LDTT46,16804,2,2024-09-17,1,CT1110045
LDTV18,16804,2,2024-09-17,1,HB2290078
LFWT35,16804,2,2024-09-17,1,SU1320075
LGWF33,45243,3,2024-09-17,1,SD1110319
LHKZ16,36089,3,2024-09-17,1,HB1760021
LHLB17,19628,2,2024-09-17,1,HB1600040
LHLB17,36089,3,2024-09-17,1,HB1600040
LJWS49,36089,3,2024-09-17,1,SU2290214
LKYG92,17190,2,2024-09-17,1,SU1320122
LPVY48,16804,2,2024-09-17,1,VN500032
LRTW11,21380,2,2024-09-17,1,SU1600045
LSWH59,16804,2,2024-09-17,1,SD1060094
LSWK37,41695,3,2024-09-17,1,SU1320081
LSWK37,36089,3,2024-09-17,1,SU1320081
LSWS95,38587,3,2024-09-17,1,SU1320107
LSWT45,16804,2,2024-09-17,1,HB1060024
LSWY93,45228,2,2024-09-17,1,SU1110152
LVRX56,36089,3,2024-09-17,1,SD1600177
LVSC51,16804,2,2024-09-17,1,VN1600020
LVSP71,19502,2,2024-09-17,1,HB790135
LVSW49,16804,2,2024-09-17,1,SU1320101
LVSX93,47124,3,2024-09-17,2,VN1110109
LVSX93,41695,3,2024-09-17,2,VN1110109
LVSX93,36089,3,2024-09-17,2,VN1110109
LVVF86,16804,2,2024-09-17,2,HB320001
LVVK21,74269,3,2024-09-17,1,SU1110200
LYKJ21,16804,2,2024-09-17,1,HB1060026
PBSK74,36089,3,2024-09-17,1,SU1410024
PBSR14,23116,2,2024-09-17,1,SU1110107
PBSR30,16804,2,2024-09-17,1,SD1760234
PBSV56,16804,2,2024-09-17,1,HB2290078
PBTT91,16804,2,2024-09-17,2,SD1760221
PBVS69,16804,2,2024-09-17,1,SD1600184
PFPT15,64988,3,2024-09-17,1,VN1110190
PFPY76,40686,3,2024-09-17,1,HB1110121
PFPZ91,16804,2,2024-09-17,1,SU1110063
PFRB88,16804,2,2024-09-17,1,SD1600166
PFRD83,36089,3,2024-09-17,1,SU1320075
PGCK38,41695,3,2024-09-17,1,CT2250011
PGCK38,36089,3,2024-09-17,1,CT2250011
PGCS89,18817,2,2024-09-17,1,HB1060029
PGGP49,152307,2,2024-09-17,1,CT790197
PHBC78,21153,2,2024-09-17,1,VN1320106
PHBG80,41695,3,2024-09-17,1,CT1110038
PHBG80,36089,3,2024-09-17,1,CT1110038
PHBG85,16804,2,2024-09-17,2,HB1060024
PHZT81,433198,2,2024-09-17,1,SU500132
PJTW60,36089,3,2024-09-17,1,SU1320063
PJTX26,36089,3,2024-09-17,1,HB1060026
PJTZ31,16804,2,2024-09-17,1,CT1110036
PKKX42,16804,2,2024-09-17,1,HB1600040
PLSH69,16804,2,2024-09-17,1,HB1060024
PLSP54,36089,3,2024-09-17,1,SU2250044
PLSR28,36089,3,2024-09-17,1,SU1110055
PLSV77,100803,2,2024-09-17,1,SU350014
PLTF16,16800,2,2024-09-17,2,SU1110057
PPJS64,16804,2,2024-09-17,1,SD1600177
PPZX24,36089,3,2024-09-17,1,HB1600040
PSHW65,46661,2,2024-09-17,1,CT1170022
PSRZ57,16804,2,2024-09-17,1,SU1110070
PTCF13,36089,3,2024-09-17,1,VN1320085
PTCF47,37007,2,2024-09-17,1,SU500166
PTGW92,16804,2,2024-09-17,1,VN1320081
PTGY18,16804,2,2024-09-17,1,HB1760041
PTGY20,46364,3,2024-09-17,1,HB500166
PTGY20,36445,3,2024-09-17,1,HB500166
PXVX48,16804,2,2024-09-17,1,HB1760056
PYGH82,18752,2,2024-09-17,1,SU2250070
PYGL39,41695,3,2024-09-17,1,SU1320081
PYGL39,36089,3,2024-09-17,1,SU1320081
PYTP25,40138,3,2024-09-17,1,SU1320119
PYTS82,45989,2,2024-09-17,1,SU640019
PZGX27,16804,2,2024-09-17,1,VN1320097
PZGY10,41695,3,2024-09-17,1,CT1110036
PZGY10,36089,3,2024-09-17,1,CT1110036
PZWX49,44986,3,2024-09-17,1,SU1320119
PZXB48,59476,3,2024-09-17,1,SU1600043
RBKF98,41695,3,2024-09-17,1,SU500072
RBKF98,36089,3,2024-09-17,1,SU500072
RBZP82,36089,3,2024-09-17,1,SU1110070
RBZS40,36089,3,2024-09-17,1,HB1600039
RBZS41,36089,3,2024-09-17,1,HB1600040
RCGX12,36089,3,2024-09-17,1,VN500033
RCXY58,18690,2,2024-09-17,1,SU1320119
RCXY87,16804,2,2024-09-17,1,SU2250073
RCYB57,16996,2,2024-09-17,1,SU1110070
RCYD60,56456,2,2024-09-17,1,SU1210064
RFDF54,16804,2,2024-09-17,1,HB2290118
RFRG89,16804,2,2024-09-17,2,SU1320075
RFRP78,36089,3,2024-09-17,1,SU1760208
RFRT25,76358,2,2024-09-17,1,SU790091
RFTF92,76176,3,2024-09-17,1,SU500170
RFZG68,36089,3,2024-09-17,1,SU2250039
RGVR43,19379,2,2024-09-17,1,SU1110094
RHXK62,19628,2,2024-09-17,1,HB1060026
RHXK62,36089,3,2024-09-17,1,HB1060026
RHXK93,16804,2,2024-09-17,1,HB1060021
RHXP20,36089,3,2024-09-17,1,SU1760202
RHXR37,16804,2,2024-09-17,2,HB1060024
RKBF18,18181,2,2024-09-17,1,SU1060038
RKBH56,16804,2,2024-09-17,1,SD1110205
RKSY76,36089,3,2024-09-17,1,VN500032
RLRT86,36089,3,2024-09-17,1,VN1320081
RLRV15,16804,2,2024-09-17,1,HB1600040
RPHD87,16804,2,2024-09-17,1,SD1600177
RPRR92,71100,2,2024-09-17,1,SU1600080
RRBY30,51081,3,2024-09-17,2,SU1600039
RRBY30,40128,3,2024-09-17,1,SU1600039
RRBZ48,16804,2,2024-09-17,1,HB1600051
RRCC19,65967,3,2024-09-17,1,
RRCG15,19628,2,2024-09-17,1,SU2250042
RRCG15,36089,3,2024-09-17,1,SU2250042
RSCD46,16804,2,2024-09-17,1,HB1760060
RSCD53,16804,2,2024-09-17,1,SU1320081
RTPK44,368256,2,2024-09-17,1,SU2440229
RTRV12,16804,2,2024-09-17,2,HB2290080
RTRW40,24098,2,2024-09-17,1,SU1320119
RTRX22,35707,2,2024-09-17,1,SU1600058
RVFV94,30160,2,2024-09-17,1,SU2250071
RXCD72,36089,3,2024-09-17,1,SU1110070
RXXJ19,50250,2,2024-09-17,1,CT1170023
RXXP94,16804,2,2024-09-17,1,SD2350195
RXXR33,21137,2,2024-09-17,1,HB1600076
RZRG91,36089,3,2024-09-17,1,SU1320091
SBCR50,16804,2,2024-09-17,1,HB1600040
SBCS55,40365,2,2024-09-17,1,SU1170084
SDLG85,16804,2,2024-09-17,1,SU1320063
SGDY85,43493,3,2024-09-17,1,VN1600039
SGDZ76,138345,3,2024-09-17,1,SU320048
SGFB32,16804,2,2024-09-17,1,SU1110069
SHJW46,36089,3,2024-09-17,1,HB1060025
SJHD23,36089,3,2024-09-17,1,HB1110109
SJHF66,36089,3,2024-09-17,1,HB1110113
SLBD90,27486,3,2024-09-17,1,HB1600051
SLBD90,36089,3,2024-09-17,1,HB1600051
SPDR62,36089,3,2024-09-17,1,SU1110049
SSTR47,17512,2,2024-09-17,1,SU1110094
SVSP31,16804,2,2024-09-17,1,SD1600184
SWFT73,66299,2,2024-09-17,1,SU470069
SWFV75,40242,2,2024-09-17,1,SU470056
SWFW25,56456,2,2024-09-17,1,SU1210064
SWSR38,26314,2,2024-09-17,1,SU1320134
SYKR59,69711,3,2024-09-17,2,SD1110257
SYKT12,40138,3,2024-09-17,1,SU1320119
SYKV15,16804,2,2024-09-17,1,HB2290119
SYPB12,21137,2,2024-09-17,1,HB1600076
SYPJ38,16603,2,2024-09-17,1,SD1760274
SZLP86,44108,3,2024-09-17,1,CT1320050
SZLR25,16804,2,2024-09-17,1,HB1060026
TBPC84,49476,3,2024-09-17,1,
TBPC84,117242,3,2024-09-17,1,
TBPC84,98951,3,2024-09-17,1,
TBPD65,115580,2,2024-09-17,1,SU1210068
TBPF39,24605,2,2024-09-17,2,
TBTR58,58100,2,2024-09-17,1,VN1110201
TDGF92,74298,2,2024-09-17,1,VN790066
TDGL79,65967,3,2024-09-17,1,SD1110267
TDGS37,26141,3,2024-09-17,1,HB1600058
TDHG17,8718,3,2024-09-17,2,SU1110157
TDHG17,111214,3,2024-09-17,2,SU1110157
TGLL55,17561,3,2024-09-17,1,SD320208
TGSW46,118049,3,2024-09-17,1,SU1210030
TGSW46,319814,3,2024-09-17,1,SU1210030
TGSW46,271440,3,2024-09-17,1,SU1210030
TGSW46,194024,3,2024-09-17,1,SU1210030
TGSW46,142527,3,2024-09-17,1,SU1210030
TGSW95,35934,3,2024-09-17,1,SU1110152
TGSX33,32972,3,2024-09-17,1,SD1600209
TGSX56,47092,3,2024-09-17,1,SD130142
TGSY10,21989,3,2024-09-17,1,VN1600039
TGTG32,13743,3,2024-09-17,1,SU1760207
TGTG70,13743,3,2024-09-17,1,CT1320050
TGTG71,47181,3,2024-09-17,1,SU1210030
TGTL15,12867,3,2024-09-17,1,SU2270329
TGTP20,127537,3,2024-09-17,2,
TGTP21,77486,3,2024-09-17,2,
TGTP31,12137,3,2024-09-17,1,VN1320106
TGTP34,10995,3,2024-09-17,1,
TGTP35,11231,3,2024-09-17,1,SU1110094
TGTP39,10995,3,2024-09-17,1,HB1600058
TGTP40,10995,3,2024-09-17,1,VN1600039
TGTP41,10995,3,2024-09-17,1,SD1600177
TLHY84,16492,3,2024-09-17,1,HB1600059
TSSV58,116033,3,2024-09-17,1,
UN0344,36089,3,2024-09-17,1,MT1270186
UU1564,36089,3,2024-09-17,1,SD1110096
VL3470,16804,2,2024-09-17,1,SU1660002
VS1100,16804,2,2024-09-17,1,VN640014
WL5230,36089,3,2024-09-17,1,SU2290033
WL6044,36089,3,2024-09-17,1,CT1110008
WN3059,16804,2,2024-09-17,1,CT1110015
XT5577,197900,3,2024-09-17,2,
XT5685,41695,3,2024-09-17,1,SD1110022
XT5685,36089,3,2024-09-17,1,SD1110022
YL4283,36089,3,2024-09-17,1,SU1110064
ZD8439,197900,3,2024-09-17,2,
ZE5897,71576,3,2024-09-17,2,CT1110002
ZE5897,66058,3,2024-09-17,2,CT1110002
ZE5897,57733,3,2024-09-17,2,CT1110002
ZE5897,53430,3,2024-09-17,2,CT1110002
ZE5897,47128,3,2024-09-17,2,CT1110002
ZE5897,41695,3,2024-09-17,2,CT1110002
ZE5897,36089,3,2024-09-17,2,CT1110002
ZE8878,16804,2,2024-09-17,1,SU590097
BPCB90,16804,2,2024-09-18,1,SD1060073
BTLC50,16804,2,2024-09-18,1,SD500203
CBZR22,16804,2,2024-09-18,1,VN1660010
CSXB71,16804,2,2024-09-18,1,HB1060025
CWTF65,19628,2,2024-09-18,1,HB590023
CWTF65,36089,3,2024-09-18,1,HB590023
DKFC64,16804,2,2024-09-18,1,VN1760014
FLWG46,16804,2,2024-09-18,1,HB1060023
FTSX31,16804,2,2024-09-18,1,SD1660058
FYPJ58,27044,2,2024-09-18,1,VN500046
GFRS77,36089,3,2024-09-18,1,HB1060021
GHWG50,16804,2,2024-09-18,1,HB2350024
GYZG99,16804,2,2024-09-18,1,SD2350155
HCSC66,16804,2,2024-09-18,1,SU1110064
HGCS69,19435,2,2024-09-18,1,SU1110143
HKTY44,16804,2,2024-09-18,1,SD2350148
HLDZ97,36089,3,2024-09-18,1,SD2270089
HSZL18,16804,2,2024-09-18,1,SU1760172
HSZW84,36089,3,2024-09-18,1,SD320145
HVTW83,16804,2,2024-09-18,1,SU1320090
HVVD61,16804,2,2024-09-18,1,SD1600109
JBGK24,36089,3,2024-09-18,1,HB1760021
JFLD62,36089,3,2024-09-18,1,HB1600040
